employee_id,punch_in_time,punch_out_time,total_logged_hours_day,late_arrival_flag,early_departure_flag,break_duration_minutes,biometric_match_score,punch_location,attendance_status,overtime_hours,late_start_count_per_week,early_exit_count_per_week,total_hours_per_week,variance_in_work_hours,absenteeism_rate,avg_daily_hours,punctuality_score,meeting_hours_per_week,meeting_counts_per_week,avg_meeting_duration_minutes,back_to_back_meetings_count,after_hours_meetings_count,meeting_accepted_ratio,meeting_organizer_count,meeting_attendee_count_avg,focus_time_hours_per_week,largest_meeting_attendees,recurring_meeting_percentage,messages_sent_per_day,messages_received_per_day,messages_sent_per_week,messages_received_per_week,avg_response_latency_min,communication_burstiness,after_hours_message_ratio,communication_balance,conversation_length_avg,channels_active_count,dm_vs_channel_ratio,emoji_reaction_count,mentions_received_count,message_edit_ratio,urgent_message_count,status_available_percentage,status_busy_percentage,status_away_percentage,status_dnd_percentage,avg_tasks_assigned_per_week,avg_tasks_completed_per_week,task_completion_rate,avg_task_age_days,overdue_task_ratio,overdue_task_count,in_progress_task_count,story_points_committed_per_week,story_points_completed_per_week,unique_projects_count,context_switching_score,logged_hours_per_week,logged_hours_per_day,worklog_entry_count_per_week,avg_worklog_session_duration,worklog_variance,billable_hours_percentage,github_commits_per_day,github_commits_per_week,github_commit_days_active,github_lines_added_per_week,github_lines_deleted_per_week,github_lines_changed_total,github_avg_commit_size,github_commit_message_length_avg,github_weekend_commit_ratio,github_prs_per_week,github_prs_merged_count,github_prs_open_count,github_pr_merge_rate,github_avg_pr_merge_time_hours,github_pr_comment_count_avg,github_pr_review_cycles_avg,github_pr_size_lines_avg,github_reviews_per_week,github_review_comments_given,github_review_approval_rate,github_review_response_time_hours,github_issues_created_per_week,github_issues_closed_per_week,github_issue_close_rate,github_repo_context_switching,github_activity_consistency,github_primary_repo_percentage,github_language_diversity,emails_sent_per_day,emails_received_per_day,email_response_rate,email_avg_response_time_hours,unread_email_count,emails_with_attachments_ratio,email_importance_high_ratio,email_thread_depth_avg,after_hours_email_ratio,calendar_fragmentation_score,deep_work_hours_per_week,collaboration_network_size,network_centrality_score,internal_external_comm_ratio,avg_Jira_ticket_resolution_time_days,jira_tickets_created_per_week,jira_tickets_closed_per_week,jira_ticket_reopen_rate,jira_bug_count_per_week,productivity_index,collaboration_score,focus_efficiency,multitasking_load,burnout_risk_score,work_life_balance_score,stress_indicator,workload_intensity,consistency_score,morning_activity_ratio,afternoon_activity_ratio,evening_activity_ratio,night_activity_ratio,weekend_work_ratio,Wellbeing Score,Overall Effciency score
E4197,2023-08-26 10:43:00,2023-08-26 20:11:46.298905,8.67,False,True,48.7,0.7076,Office-A,On-Leave,7.7,33,80,3.45,3.74,0.1303,3.05,0.9096,6.45,54,88.11,64,2.22,0.9023,29,2,2023-11-14 18:20:00,45,50.79,82,45,14,21,38.22,3.53,3.16,10,70.16,71,0.1879,50,61,0.7367,80,7.77,95.79,7.69,62.75,72.38,62.95,0.617,4.68,0.9315,74,56,8,5,17,0.2932,1.12,6.79,74,2.62,3.37,7.4,33,64,7,25,17,74,47.36,36.41,0.2573,0,70,66,0.9561,2023-09-15 02:53:00,13,57.14,85,1,7,0.3666,2023-07-12 05:09:00,0,7,0.0843,8,0.1448,39.05,8,8,1,0.6238,2023-04-12 09:24:00,35,0.8606,0.6111,35.67,6.15,0.7173,5.74,7,0.9349,0.3759,2023-09-18 01:35:00,1,6,0.5527,71,9,0.8855,5,9,0.7794,0.3411,0,7,0.5443,0.3307,0.0648,0.5586,0.5549,0.6801,8,5
E4179,2023-01-19 10:53:00,2023-01-19 19:50:23.930595,8.32,True,False,38.44,0.1534,Office-B,Absent,0.74,20,90,6.23,4.4,0.1309,1.41,0.9048,2.35,53,49.57,42,2.53,0.1784,9,39,2023-10-18 09:54:00,14,49.91,73,85,88,48,74.08,1.95,1.27,7,93.92,7,0.32,85,60,0.0103,59,39.86,8.33,0.49,3.01,81.24,18.79,0.501,49.43,0.5802,25,9,8,10,6,0.9519,7.55,4.49,60,1.95,-2.01,4.62,4,84,0,89,10,83,78.76,4.68,0.949,5,22,69,0.6994,2023-03-03 22:51:00,98,73.57,60,10,7,0.7831,2023-12-19 11:22:00,10,5,0.9784,5,0.2056,32.95,0,9,3,0.313,2023-05-20 16:24:00,79,0.1464,0.9746,77.59,1.51,0.2129,5.8,5,0.3408,0.8402,2023-09-20 05:52:00,5,10,0.8073,56,8,0.2484,7,3,0.169,0.9289,7,5,0.8135,0.643,0.4343,0.8846,0.9116,0.9551,3,8
E5858,2023-07-17 10:49:00,2023-07-17 19:25:11.551841,8.03,False,True,34.25,0.4104,Office-A,On-Leave,4.71,47,82,3.33,3.2,0.8898,6.39,0.4686,7.86,53,79.79,78,4.39,0.4247,81,35,2023-04-19 22:29:00,32,54.1,62,83,32,45,111.92,1.62,5.24,3,26.68,40,0.6091,8,19,0.2405,13,7.75,73.07,83.8,34.72,54.56,88.07,0.9885,43.96,0.0666,36,92,4,9,1,0.56,0.74,3.5,35,7.87,0.9,5.1,17,74,5,57,0,67,17.21,47.98,0.3316,9,43,5,0.5637,2023-06-22 15:33:00,3,94.12,6,1,0,0.6636,2023-11-26 14:38:00,7,7,0.2241,10,0.9888,15.83,1,3,6,0.934,2023-08-13 00:04:00,79,0.2203,0.0028,87.06,3.66,0.6792,3.6,10,0.6969,0.9661,2023-12-13 19:27:00,4,7,0.2546,19,10,0.5484,8,6,0.7807,0.668,6,2,0.6791,0.9574,0.7811,0.5641,0.0323,0.2688,3,8
E3937,2023-05-08 10:21:00,2023-05-08 19:39:18.145885,8.98,True,False,19.43,0.4896,Remote,Absent,5.85,41,72,4.49,6.3,0.2596,7.01,0.1795,6.8,17,75.3,78,7.68,0.2525,34,97,2023-09-25 08:52:00,8,43.84,23,16,14,17,114.03,2.93,7.26,0,78.42,68,0.4603,37,9,0.447,23,4.87,8.17,26.07,69.63,34.48,75.85,0.3728,20.76,0.3341,75,46,9,3,72,0.5798,3.12,6.93,63,3.99,0.23,1.78,44,64,7,20,4,21,67.33,85.26,0.2276,6,61,74,0.3777,2023-12-19 21:42:00,38,70.21,9,0,3,0.5394,2023-10-08 18:39:00,8,8,0.7579,5,0.003,38.91,0,4,8,0.7742,2023-05-31 18:30:00,19,0.6527,0.8245,65.02,1.03,0.9292,2.4,10,0.4604,0.0669,2023-09-07 05:33:00,10,6,0.8872,99,10,0.3399,3,1,0.9291,0.6823,6,7,0.5165,0.4102,0.7337,0.8858,0.6161,0.8002,1,10
E4633,2023-09-13 10:40:00,2023-09-13 20:07:30.128540,8.79,True,True,40.07,0.324,Client-Site,Absent,0.91,63,5,6.82,2.49,0.7108,3.92,0.353,1.09,42,73.75,33,5.77,0.5907,87,80,2023-10-03 08:55:00,22,59.53,27,18,92,33,73.83,3.57,2.59,6,49.75,1,0.3391,42,34,0.7389,11,70.78,2.84,52.33,36.88,50.13,26.78,0.8665,10.92,0.7037,12,65,7,3,92,0.6388,1.19,5.9,96,3.33,4.88,3.56,84,26,2,11,38,40,24.13,9.47,0.8482,5,78,48,0.2075,2023-05-25 07:50:00,20,59.71,37,5,7,0.0195,2023-09-07 16:24:00,2,2,0.8352,8,0.9991,72.08,6,10,7,0.7254,2023-06-04 12:04:00,70,0.0392,0.4216,5.23,5.86,0.8783,1.71,4,0.2712,0.6507,2023-12-29 20:41:00,6,5,0.9145,88,5,0.7981,8,4,0.7087,0.7663,9,6,0.6739,0.1152,0.392,0.7697,0.5666,0.4279,9,2
E1870,2023-05-05 10:33:00,2023-05-05 20:00:32.028412,8.54,False,False,54.92,0.6032,Office-A,Absent,5.53,22,60,6.27,3.6,0.1931,2.19,0.6108,4.92,67,20.22,29,4.72,0.5531,41,61,2023-05-31 20:36:00,48,75.69,23,78,73,42,101.33,1.11,6.45,9,95.55,45,0.4007,63,86,0.5294,55,41.08,21.88,49.53,8.29,57.89,86.16,0.9374,25.71,0.5198,27,87,3,2,29,0.8101,2.19,2.02,81,2.82,-0.7,3.94,9,10,2,84,78,11,8.12,65.87,0.215,2,32,13,0.6445,2023-10-16 21:21:00,68,33.53,56,8,3,0.3638,2023-04-08 12:44:00,5,9,0.3208,5,0.7058,23.11,7,8,6,0.0957,2023-12-22 03:13:00,43,0.7616,0.4634,54.97,0.65,0.8585,1.11,9,0.3601,0.6331,2023-10-13 08:43:00,4,8,0.4065,74,3,0.6746,8,9,0.9414,0.8694,9,2,0.425,0.6638,0.4224,0.0061,0.4548,0.9793,1,9
E5542,2023-05-21 09:29:00,2023-05-21 19:05:53.063539,8.91,True,True,42.39,0.7741,Office-B,On-Leave,0.95,38,13,4.01,0.53,0.6483,2.12,0.1153,6.24,29,46.29,4,1.88,0.0095,48,96,2023-03-01 15:02:00,21,50.16,85,44,79,97,5.86,4.36,7.78,5,92.33,4,0.1399,72,36,0.58,38,7.03,96.58,49.22,74.24,62.72,68.68,0.653,52.2,0.6356,94,60,9,4,88,0.5036,4.25,2.31,64,4.43,-2.42,1.09,61,43,9,23,42,88,46.78,71.79,0.3584,5,52,28,0.9081,2023-07-09 12:30:00,16,5.9,56,5,7,0.3755,2023-07-07 08:56:00,1,9,0.1075,6,0.1219,42.62,3,4,3,0.7658,2023-11-23 22:31:00,23,0.913,0.4669,76.29,3.97,0.5314,5.78,8,0.7959,0.7342,2023-02-17 15:45:00,5,10,0.2055,27,5,0.6728,4,2,0.1311,0.3723,3,5,0.4434,0.8128,0.8293,0.3937,0.5759,0.3574,10,7
E3123,2023-09-21 09:05:00,2023-09-21 17:32:50.830032,7.98,True,False,29.16,0.8235,Office-B,Absent,0.66,55,14,4.55,7.52,0.7489,1.83,0.6836,5.18,88,41.32,35,6.88,0.0793,63,32,2023-11-12 23:14:00,24,48.96,67,85,10,8,77.24,3.8,7.23,1,17.97,41,0.3978,75,95,0.6703,95,9.58,88.65,90.09,48.6,42.52,65.08,0.4192,78.85,0.1741,68,64,1,2,53,0.846,6.31,1.03,4,4.16,3.46,1.47,4,92,2,71,76,54,56.48,99.68,0.9976,8,20,9,0.1963,2023-12-18 20:56:00,36,84.53,25,2,1,0.061,2023-03-11 01:07:00,7,4,0.3507,3,0.5231,36.99,4,6,7,0.0859,2023-11-16 14:51:00,75,0.9025,0.1839,83.07,3.38,0.5026,4.18,6,0.8535,0.6172,2023-09-25 16:59:00,1,9,0.1671,29,9,0.6523,10,0,0.2144,0.0434,3,5,0.1525,0.2199,0.1639,0.2072,0.5143,0.5718,2,9
E4727,2023-06-05 08:03:00,2023-06-05 16:39:44.869248,7.82,True,True,47.7,0.9895,Office-B,Present,1.05,49,92,2.83,6.69,0.6737,1.17,0.1904,0.51,60,65.5,64,5.21,0.726,12,80,2023-09-27 11:43:00,23,10.52,58,19,62,23,78.38,4.96,2.32,7,9.33,50,0.2352,70,60,0.1759,69,97.15,84.35,2.75,18.38,73.61,27.9,0.3999,53.92,0.4947,63,19,5,3,54,0.5182,1.1,2.14,13,2.42,-0.9,4.87,55,33,5,75,99,98,85.15,67.76,0.2509,1,48,68,0.6044,2023-06-06 04:43:00,53,50.51,98,8,6,0.0955,2023-12-04 06:59:00,2,6,0.8684,6,0.1372,73.49,2,0,8,0.0027,2023-10-09 23:08:00,34,0.6738,0.3016,46.79,0.56,0.4072,1.65,9,0.5196,0.4217,2023-09-22 04:40:00,9,7,0.3007,29,2,0.8364,7,1,0.7916,0.9222,7,0,0.8424,0.9626,0.4003,0.5644,0.0103,0.9247,5,8
E5117,2023-07-15 08:32:00,2023-07-15 17:05:49.955962,8.06,True,False,30.43,0.8055,Office-B,Absent,6.66,27,11,5.67,0.66,0.9211,2.16,0.8454,4.14,91,80.98,0,6.12,0.6363,22,64,2023-12-31 17:54:00,10,61.52,15,44,28,63,85.1,0.34,4.64,6,82.86,88,0.9923,59,17,0.0092,1,23.84,95.25,85.2,38.89,3.89,26.55,0.8629,61.64,0.4158,4,100,7,7,54,0.5236,5.07,0.75,21,6.6,-2.61,2.85,55,3,10,58,29,57,40.59,92.43,0.6358,6,13,18,0.2699,2023-07-26 03:25:00,90,32.01,2,6,4,0.9183,2023-06-04 20:08:00,10,9,0.3534,9,0.8119,43.07,2,8,7,0.0107,2023-10-22 15:32:00,90,0.142,0.1632,94.16,2.97,0.8715,5.81,4,0.4671,0.4512,2023-11-03 10:50:00,0,8,0.8013,96,8,0.2853,8,4,0.8203,0.1083,10,4,0.5682,0.7853,0.5206,0.1971,0.5099,0.5641,9,0
E2368,2023-03-23 09:27:00,2023-03-23 18:01:20.988749,8.11,True,True,27.72,0.9619,Office-A,Absent,3.44,13,73,2.74,3.17,0.4819,7.65,0.1911,7.95,81,15.95,20,3.13,0.9919,68,45,2023-01-24 14:40:00,49,85.2,18,86,19,74,28.02,2.22,0.63,4,31.45,17,0.8916,21,22,0.2839,62,40.17,27.1,6.87,15.46,54.71,97.03,0.9706,32.01,0.6112,45,48,6,6,7,0.0356,5.6,7.31,31,2.06,-4.81,4.97,68,9,8,54,79,30,66.55,36.18,0.964,2,67,43,0.4018,2023-12-07 14:18:00,65,43.34,42,9,8,0.5642,2023-01-07 10:25:00,5,0,0.4215,2,0.3394,1.37,7,3,8,0.4419,2023-10-21 13:41:00,86,0.9525,0.9479,19.52,5.1,0.094,7.53,8,0.1702,0.4323,2023-11-30 21:19:00,10,8,0.528,74,0,0.5603,3,7,0.3752,0.0523,8,1,0.4883,0.4716,0.1969,0.3565,0.445,0.436,2,6
E2681,2023-04-20 09:17:00,2023-04-20 17:09:11.884619,7.42,True,True,26.72,0.2732,Office-A,Absent,0.87,14,18,7.44,3.03,0.7788,2.96,0.5772,7.79,22,38.92,13,7.34,0.9686,79,74,2023-06-16 16:49:00,25,4.92,46,11,62,30,51.07,0.61,2.78,5,1.46,78,0.2788,44,53,0.5244,15,54.78,10.54,89.34,9.13,8.31,20.56,0.6373,1.19,0.5943,95,79,10,5,44,0.7124,6.16,1.35,17,2.44,-0.84,7.68,68,58,8,1,5,16,67.95,58.7,0.5066,9,54,76,0.5098,2023-05-13 21:41:00,77,44.28,96,10,7,0.6376,2023-08-22 02:05:00,6,8,0.2114,9,0.4324,40.36,3,5,6,0.4699,2023-05-09 19:02:00,13,0.2933,0.9149,25.01,7.24,0.079,4.9,0,0.039,0.1755,2023-08-06 00:00:00,0,2,0.1297,58,0,0.457,7,4,0.9707,0.7539,7,2,0.6118,0.4035,0.2488,0.9957,0.5846,0.9618,8,9
E2847,2023-05-23 10:41:00,2023-05-23 18:58:36.316327,7.79,True,True,30.05,0.426,Office-A,Absent,6.24,84,88,1.24,6.7,0.4512,3.41,0.1117,6.03,85,43.99,91,1.07,0.199,58,97,2023-09-13 10:07:00,38,79.94,69,68,8,94,44.48,0.68,3.18,0,94.92,96,0.7741,32,62,0.3204,17,10.44,2.81,30.89,82.54,92.33,81.07,0.9612,76.46,0.2786,36,47,5,7,45,0.4009,0.93,1.74,30,5.27,-2.91,1.03,28,24,1,55,19,89,92.31,66.13,0.5743,10,84,12,0.4497,2023-08-22 02:03:00,30,70.53,30,1,9,0.418,2023-01-18 17:17:00,9,9,0.7212,8,0.2646,56.86,5,9,10,0.8027,2023-06-01 10:17:00,26,0.5142,0.9004,21.86,5.8,0.4205,4.84,6,0.2313,0.8785,2023-04-28 07:36:00,3,2,0.5974,100,10,0.6328,6,10,0.6101,0.6083,3,8,0.9548,0.2778,0.7865,0.6912,0.3045,0.6734,3,0
E2941,2023-01-03 08:07:00,2023-01-03 17:47:56.736802,8.95,True,True,43.91,0.5735,Office-B,Present,5.23,8,26,7.73,6.91,0.2152,4.95,0.573,6.93,94,17.06,34,6.88,0.6013,13,80,2023-03-18 12:45:00,31,88.1,82,56,97,85,26.7,3.18,6.86,4,60.47,93,0.0266,23,19,0.2441,21,8.36,21.97,53.94,45.18,81.01,82.21,0.7988,29.24,0.751,37,75,6,2,48,0.2274,1.42,2.23,77,5.7,-1.79,2.05,36,80,0,45,7,38,58.93,62.39,0.9304,1,39,71,0.2978,2023-03-05 13:33:00,73,39.04,50,7,1,0.3137,2023-08-18 17:57:00,6,2,0.9998,3,0.4636,55.54,6,0,10,0.5034,2023-12-03 05:34:00,87,0.0295,0.8775,90.57,6.9,0.3744,2.69,6,0.3003,0.9995,2023-10-09 04:55:00,4,3,0.9492,39,0,0.5054,0,6,0.7322,0.4816,10,10,0.1172,0.1889,0.967,0.9122,0.9265,0.0137,2,3
E2898,2023-11-28 09:02:00,2023-11-28 18:19:47.279672,8.63,False,False,40.22,0.9505,Remote,Present,2.65,13,15,2.24,6.83,0.0942,2.21,0.4657,1.48,72,68.97,7,0.86,0.9639,47,100,2023-06-04 01:55:00,19,92.43,40,0,75,47,103.72,1.31,2.27,9,32.43,72,0.3852,29,30,0.723,64,0.9,25.42,57.66,61.42,46.73,50.56,0.7746,62.64,0.0973,69,47,6,9,86,0.9245,0.88,1.02,67,3.37,2.25,5.33,4,95,10,84,16,9,74.27,75.51,0.0136,5,18,4,0.4418,2023-12-12 08:41:00,88,33.98,5,1,8,0.4061,2023-05-24 12:43:00,0,6,0.3539,3,0.5839,77.02,2,10,4,0.6286,2023-02-23 00:06:00,29,0.7338,0.7838,75.64,6.22,0.3201,5.33,2,0.947,0.3196,2023-12-13 10:43:00,4,8,0.961,17,3,0.8643,10,5,0.0592,0.7287,7,2,0.7598,0.6943,0.0074,0.2264,0.5612,0.147,7,3
E2300,2023-06-17 08:24:00,2023-06-17 17:01:21.882995,7.98,True,False,38.66,0.0224,Client-Site,On-Leave,6.26,8,15,6.27,7.3,0.2792,6.67,0.33,6.96,80,42.71,85,4.68,0.3281,75,17,2023-02-25 11:50:00,24,44.66,57,32,75,87,39.71,4.42,4.19,4,35.45,11,0.3899,82,74,0.9831,95,56.61,90.61,38.57,60.49,22.9,39.73,0.6876,26.68,0.1298,94,27,5,4,42,0.8391,6.91,3.67,28,6.52,-0.11,7.01,8,98,4,95,30,9,56.01,31.11,0.9786,7,96,70,0.0332,2023-01-30 15:04:00,69,39.36,26,1,7,0.7154,2023-07-21 08:45:00,4,10,0.1873,1,0.1885,10.97,10,3,0,0.5349,2023-08-03 08:03:00,39,0.6988,0.1469,95.91,3.83,0.8173,3.58,4,0.4975,0.7454,2023-01-10 05:37:00,5,9,0.2747,4,7,0.4237,10,3,0.7215,0.3536,4,10,0.164,0.6161,0.6978,0.5504,0.8194,0.2962,4,7
E5164,2023-12-28 09:27:00,2023-12-28 19:03:53.051667,9.16,True,False,27.53,0.5683,Remote,Absent,2.62,75,10,6.93,5.66,0.4644,5.74,0.8637,6.45,43,77.8,75,4.59,0.8453,71,51,2023-10-16 05:49:00,33,34.51,67,28,51,15,66.71,4.31,3.06,9,91.28,99,0.8343,43,72,0.4457,60,0.95,78.14,87.38,6.64,15.02,52.71,0.2532,24.51,0.8705,29,41,2,10,83,0.9895,5.26,7.91,44,4.44,3.79,2.89,0,90,1,83,25,75,2.55,16.04,0.6977,6,7,83,0.2284,2023-08-22 20:58:00,92,0.32,19,8,8,0.5027,2023-10-05 22:38:00,6,1,0.6343,7,0.6245,71.31,8,1,2,0.7439,2023-01-16 02:44:00,63,0.1713,0.0075,77.77,2.38,0.1522,7.24,1,0.1524,0.5899,2023-07-29 07:00:00,1,9,0.9546,55,2,0.0475,10,10,0.5488,0.7987,2,10,0.8412,0.1058,0.9207,0.122,0.9628,0.4006,4,8
E5754,2023-04-19 10:35:00,2023-04-19 18:59:45.233537,7.64,True,True,46.33,0.8751,Remote,Present,3.21,67,69,7.01,7.17,0.9535,2.37,0.4777,4.56,97,48.66,63,3.7,0.5921,91,59,2023-07-01 15:08:00,16,88.54,48,71,98,27,84.54,3.18,7.02,7,65.1,45,0.1214,86,89,0.4696,74,59.01,37.91,28.14,28.56,33.6,92.4,0.8258,26.22,0.1181,18,0,6,10,76,0.823,7.44,5.41,65,0.86,-0.4,0.7,74,92,2,19,57,24,39.04,90.49,0.7305,6,12,25,0.3698,2023-01-12 16:52:00,79,9.21,89,0,1,0.9631,2023-12-25 03:14:00,9,5,0.6965,1,0.6541,62.74,1,0,4,0.2392,2023-12-26 16:33:00,22,0.501,0.3786,67.84,5.0,0.5927,7.49,2,0.7761,0.0264,2023-12-19 13:56:00,0,3,0.2052,99,4,0.2607,1,5,0.4881,0.9212,0,3,0.823,0.3032,0.3748,0.0371,0.1872,0.4519,7,7
E5209,2023-02-24 08:36:00,2023-02-24 16:46:03.950350,7.71,False,True,27.76,0.2936,Office-B,Absent,1.07,0,29,7.45,7.16,0.281,2.82,0.1347,5.75,34,42.92,13,4.62,0.7645,92,70,2023-09-28 11:09:00,13,68.93,3,55,53,17,65.91,2.02,6.27,7,98.82,72,0.3576,99,10,0.8114,86,16.06,78.33,16.33,10.33,0.15,48.52,0.8199,46.18,0.0795,50,65,0,6,27,0.5147,2.57,3.09,5,7.99,3.22,4.35,0,5,6,14,81,78,29.35,30.26,0.9441,4,56,90,0.4082,2023-01-03 07:24:00,75,88.52,97,1,10,0.1646,2023-03-25 20:35:00,0,3,0.4127,10,0.8977,43.0,10,9,6,0.0916,2023-05-18 05:37:00,60,0.6706,0.5908,6.11,2.51,0.3358,4.05,5,0.2885,0.2843,2023-06-02 02:04:00,3,2,0.9204,12,4,0.1981,2,0,0.9456,0.7106,8,6,0.2746,0.5063,0.973,0.5954,0.7435,0.755,10,2
E1475,2023-01-16 10:57:00,2023-01-16 19:26:29.598906,8.12,True,True,22.52,0.2026,Office-A,Present,4.13,53,12,6.65,3.99,0.3953,7.17,0.9347,1.48,88,35.44,41,1.91,0.6636,17,66,2023-11-24 08:57:00,41,51.02,9,78,33,96,62.21,3.15,1.4,5,24.72,88,0.673,13,82,0.2356,32,71.75,34.74,98.4,69.71,99.9,72.9,0.7485,95.97,0.3417,13,67,4,2,100,0.6781,6.21,1.57,40,6.05,2.52,4.83,59,24,6,15,20,44,52.76,46.51,0.6275,6,1,28,0.2954,2023-12-12 00:54:00,49,49.71,98,4,0,0.4627,2023-12-07 10:59:00,9,2,0.6954,7,0.3575,97.3,9,5,4,0.4032,2023-09-07 23:58:00,27,0.3539,0.916,2.39,1.61,0.3919,1.1,2,0.0767,0.9566,2023-08-13 18:26:00,10,8,0.8721,53,7,0.794,7,1,0.8187,0.7833,6,8,0.4748,0.8789,0.3341,0.071,0.6988,0.3165,7,9
E1404,2023-07-21 08:58:00,2023-07-21 18:42:11.097428,8.97,True,False,46.02,0.0838,Office-B,Present,7.31,6,36,2.67,2.38,0.3033,7.87,0.4698,7.57,88,45.93,12,4.19,0.581,100,2,2023-04-25 10:34:00,25,19.41,29,62,34,94,65.98,2.56,4.08,5,39.31,8,0.5945,90,2,0.6491,52,9.61,92.24,44.06,62.25,97.34,71.55,0.9103,43.82,0.0622,54,89,5,9,94,0.0106,7.72,0.63,53,6.46,-4.25,7.45,41,99,4,1,78,96,87.07,44.43,0.6523,0,55,86,0.9061,2023-01-06 07:46:00,82,85.07,69,4,3,0.2469,2023-06-19 22:03:00,6,8,0.9761,3,0.074,21.87,3,3,10,0.6334,2023-09-25 07:37:00,68,0.0483,0.9451,84.7,3.31,0.2379,4.61,5,0.722,0.4946,2023-02-02 08:52:00,9,6,0.3411,21,0,0.3533,8,9,0.5841,0.0985,1,9,0.6228,0.8681,0.7748,0.7766,0.6376,0.3865,9,9
E3821,2023-05-22 08:33:00,2023-05-22 17:06:02.323299,7.63,False,False,55.47,0.5757,Client-Site,Present,3.52,0,17,2.16,1.29,0.4623,3.83,0.96,5.52,83,82.67,12,6.7,0.6646,73,38,2023-10-01 09:43:00,6,56.69,53,69,62,94,43.46,1.29,0.51,5,31.35,63,0.4107,41,20,0.7468,95,73.65,4.76,96.67,76.43,67.76,87.57,0.2754,22.68,0.8296,68,29,10,2,42,0.1262,7.68,1.75,19,6.88,3.83,7.95,36,61,2,28,27,64,30.55,48.27,0.0493,1,45,19,0.6571,2023-06-05 17:03:00,73,94.08,83,6,3,0.5094,2023-02-19 20:37:00,9,3,0.2894,5,0.7046,31.91,8,8,6,0.776,2023-02-11 01:08:00,6,0.2066,0.0221,89.91,2.37,0.591,1.61,3,0.5581,0.4771,2023-07-15 14:51:00,9,6,0.2863,92,7,0.4517,7,0,0.9596,0.5472,8,9,0.3282,0.0936,0.1313,0.0105,0.2201,0.3307,2,5
E2273,2023-04-09 09:15:00,2023-04-09 18:37:55.036702,9.12,True,False,15.61,0.8407,Office-B,Absent,2.03,1,29,3.09,3.08,0.8576,1.12,0.4046,3.47,47,56.38,28,6.85,0.0566,27,18,2023-11-07 22:26:00,20,97.98,20,74,76,29,57.26,0.34,7.67,6,33.42,38,0.3034,26,31,0.6603,48,41.0,29.01,48.16,85.95,39.85,90.46,0.2475,24.57,0.689,21,5,5,8,30,0.2553,1.27,3.48,36,2.38,1.5,4.5,7,29,5,98,90,77,63.57,76.85,0.8495,4,6,43,0.3131,2023-04-06 19:48:00,80,2.82,67,7,7,0.9289,2023-10-10 06:10:00,7,0,0.2056,10,0.484,43.96,9,10,3,0.2133,2023-02-28 00:12:00,10,0.1171,0.1035,29.91,5.85,0.1879,3.6,5,0.7382,0.15,2023-06-14 13:16:00,0,1,0.1367,63,8,0.8281,8,3,0.3967,0.038,4,9,0.4916,0.59,0.0574,0.4376,0.8986,0.4672,7,5
E5971,2023-11-11 10:25:00,2023-11-11 18:59:59.146065,7.78,False,True,48.11,0.6225,Remote,Absent,5.67,41,94,5.77,7.23,0.4644,3.25,0.6555,5.54,64,20.05,49,4.53,0.6217,54,14,2023-01-01 16:41:00,45,35.87,27,98,16,20,22.31,4.18,1.28,5,81.69,84,0.4598,84,19,0.6683,82,44.37,77.08,87.08,74.23,65.26,58.99,0.1109,66.15,0.747,82,30,7,1,89,0.488,3.37,2.19,66,1.99,-2.96,2.74,21,18,1,19,20,47,23.17,92.12,0.6642,4,16,19,0.4611,2023-02-10 01:48:00,8,90.78,95,6,7,0.5921,2023-09-13 15:22:00,5,0,0.1224,5,0.6255,56.45,10,3,8,0.598,2023-12-11 05:20:00,66,0.6923,0.9609,57.87,1.64,0.1992,6.84,8,0.9661,0.4535,2023-12-22 16:18:00,6,6,0.642,89,8,0.4494,2,8,0.7293,0.0704,4,3,0.4069,0.7497,0.3371,0.7139,0.6669,0.9498,10,4
E4738,2023-04-13 09:24:00,2023-04-13 17:51:05.098273,7.92,True,True,31.79,0.1072,Remote,Absent,7.84,3,98,4.5,3.72,0.8205,3.62,0.3147,5.68,9,89.54,70,4.0,0.0755,78,25,2023-06-21 23:29:00,31,11.74,80,53,66,78,60.17,0.19,6.76,0,92.99,85,0.2553,97,41,0.3358,23,57.87,86.42,53.67,73.15,37.94,54.61,0.9524,71.8,0.3804,89,40,10,10,27,0.8299,5.15,7.2,30,7.32,-1.9,7.12,74,20,0,83,80,3,23.13,47.27,0.4891,4,89,80,0.1863,2023-10-05 03:41:00,28,52.58,2,6,0,0.2759,2023-04-04 08:48:00,3,8,0.2946,9,0.0797,89.25,9,1,8,0.0286,2023-01-31 17:54:00,4,0.0504,0.2064,40.86,3.39,0.3012,0.56,9,0.754,0.9227,2023-05-24 21:22:00,2,3,0.1412,54,10,0.6538,0,5,0.5523,0.7528,4,4,0.6661,0.5403,0.0451,0.7177,0.5869,0.4225,10,2
