employee_id,punch_in_time,punch_out_time,total_logged_hours_day,late_arrival_flag,early_departure_flag,break_duration_minutes,biometric_match_score,punch_location,attendance_status,overtime_hours,late_start_count_per_week,early_exit_count_per_week,total_hours_per_week,variance_in_work_hours,absenteeism_rate,avg_daily_hours,punctuality_score,meeting_hours_per_week,meeting_counts_per_week,avg_meeting_duration_minutes,back_to_back_meetings_count,after_hours_meetings_count,meeting_accepted_ratio,meeting_organizer_count,meeting_attendee_count_avg,focus_time_hours_per_week,largest_meeting_attendees,recurring_meeting_percentage,messages_sent_per_day,messages_received_per_day,messages_sent_per_week,messages_received_per_week,avg_response_latency_min,communication_burstiness,after_hours_message_ratio,communication_balance,conversation_length_avg,channels_active_count,dm_vs_channel_ratio,emoji_reaction_count,mentions_received_count,message_edit_ratio,urgent_message_count,status_available_percentage,status_busy_percentage,status_away_percentage,status_dnd_percentage,avg_tasks_assigned_per_week,avg_tasks_completed_per_week,task_completion_rate,avg_task_age_days,overdue_task_ratio,overdue_task_count,in_progress_task_count,story_points_committed_per_week,story_points_completed_per_week,unique_projects_count,context_switching_score,logged_hours_per_week,logged_hours_per_day,worklog_entry_count_per_week,avg_worklog_session_duration,worklog_variance,billable_hours_percentage,github_commits_per_day,github_commits_per_week,github_commit_days_active,github_lines_added_per_week,github_lines_deleted_per_week,github_lines_changed_total,github_avg_commit_size,github_commit_message_length_avg,github_weekend_commit_ratio,github_prs_per_week,github_prs_merged_count,github_prs_open_count,github_pr_merge_rate,github_avg_pr_merge_time_hours,github_pr_comment_count_avg,github_pr_review_cycles_avg,github_pr_size_lines_avg,github_reviews_per_week,github_review_comments_given,github_review_approval_rate,github_review_response_time_hours,github_issues_created_per_week,github_issues_closed_per_week,github_issue_close_rate,github_repo_context_switching,github_activity_consistency,github_primary_repo_percentage,github_language_diversity,emails_sent_per_day,emails_received_per_day,email_response_rate,email_avg_response_time_hours,unread_email_count,emails_with_attachments_ratio,email_importance_high_ratio,email_thread_depth_avg,after_hours_email_ratio,calendar_fragmentation_score,deep_work_hours_per_week,collaboration_network_size,network_centrality_score,internal_external_comm_ratio,avg_Jira_ticket_resolution_time_days,jira_tickets_created_per_week,jira_tickets_closed_per_week,jira_ticket_reopen_rate,jira_bug_count_per_week,productivity_index,collaboration_score,focus_efficiency,multitasking_load,burnout_risk_score,work_life_balance_score,stress_indicator,workload_intensity,consistency_score,morning_activity_ratio,afternoon_activity_ratio,evening_activity_ratio,night_activity_ratio,weekend_work_ratio,Wellbeing Score,Overall Effciency score
E2158,2023-12-02 08:08:00,2023-12-02 15:45:36.017794,6.85,True,True,46.7,0.7991,Office-A,Absent,2.23,72,77,4.52,7.64,0.0787,1.13,0.7325,7.61,30,75.21,82,4.18,0.9536,32,88,2023-08-18 03:38:00,15,22.69,52,23,91,50,105.64,4.68,2.87,4,28.99,5,0.881,40,91,0.2711,6,30.11,12.61,69.55,75.49,60.11,53.21,0.2585,23.31,0.5874,51,58,6,1,73,0.9868,2.24,5.75,74,3.68,0.6,3.67,85,36,10,38,63,22,61.46,51.46,0.3899,0,71,99,0.6002,2023-01-26 17:31:00,34,88.02,11,9,9,0.6027,2023-10-17 23:21:00,8,6,0.1208,7,0.9518,51.22,8,8,3,0.1033,2023-05-26 08:02:00,36,0.701,0.6526,65.5,7.79,0.1927,5.81,10,0.4329,0.6921,2023-12-28 06:24:00,3,9,0.2355,28,9,0.561,0,5,0.6119,0.9825,0,10,0.457,0.1847,0.0572,0.0096,0.5188,0.5214,7,1
E5507,2023-09-22 09:36:00,2023-09-22 18:00:20.848577,7.52,False,True,53.15,0.0241,Office-A,Absent,4.93,78,60,1.16,6.42,0.6999,3.43,0.9375,1.58,86,56.05,3,5.99,0.4941,51,42,2023-04-12 06:05:00,49,42.91,41,15,12,47,18.57,0.85,6.29,1,10.26,39,0.995,38,69,0.9068,35,14.72,95.94,76.24,32.34,97.26,87.69,0.4679,86.42,0.3244,89,3,7,4,24,0.9484,0.51,2.1,21,3.65,1.78,5.16,7,72,4,31,42,82,45.54,51.56,0.5696,6,66,39,0.5836,2023-11-11 06:39:00,91,56.4,1,0,7,0.4087,2023-12-19 15:32:00,3,9,0.8122,2,0.1167,35.98,7,8,2,0.2303,2023-08-15 19:36:00,100,0.0932,0.119,46.26,7.28,0.3553,6.26,5,0.8264,0.3386,2023-10-25 11:25:00,3,5,0.777,28,2,0.0785,6,4,0.1697,0.1386,5,1,0.6491,0.1387,0.8182,0.5902,0.6552,0.9674,4,5
E1549,2023-01-22 09:36:00,2023-01-22 19:48:36.899110,9.27,False,False,56.18,0.5113,Office-A,Absent,3.67,48,76,3.27,3.42,0.4789,6.2,0.2355,3.32,52,17.49,96,3.48,0.3026,62,41,2023-05-04 05:38:00,18,57.31,7,6,96,5,119.82,4.8,2.96,8,55.79,81,0.515,99,76,0.4662,59,73.17,30.68,11.26,24.03,19.83,36.26,0.9236,83.36,0.1771,57,73,9,9,19,0.453,3.08,6.09,25,3.13,-3.76,1.59,56,30,0,2,66,73,7.65,64.29,0.3975,2,71,84,0.4713,2023-01-20 14:12:00,39,43.88,1,1,4,0.648,2023-08-08 15:32:00,5,10,0.2177,2,0.0345,20.72,5,10,6,0.2409,2023-10-04 03:28:00,21,0.821,0.4987,80.86,0.97,0.91,3.96,0,0.3576,0.8802,2023-06-02 15:39:00,5,9,0.8217,45,6,0.4598,3,10,0.8566,0.3005,5,0,0.5813,0.5234,0.5821,0.2229,0.0048,0.9604,0,5
E5764,2023-05-08 09:52:00,2023-05-08 19:39:08.696000,9.45,False,False,20.31,0.054,Client-Site,Absent,5.11,32,13,5.05,5.46,0.563,7.39,0.3179,6.61,78,61.13,93,7.18,0.2763,43,37,2023-11-04 11:28:00,8,94.61,76,24,46,63,37.65,0.3,7.47,6,10.08,66,0.0169,55,87,0.016,32,90.49,49.09,25.43,30.49,40.92,21.77,0.3577,45.74,0.5543,1,100,0,7,47,0.8754,3.66,4.23,26,3.68,-1.54,2.96,59,30,5,80,1,71,70.3,13.98,0.9453,9,26,41,0.4754,2023-11-21 00:52:00,91,95.77,66,1,8,0.7957,2023-03-11 06:00:00,3,9,0.7646,4,0.6919,0.19,6,0,3,0.605,2023-05-16 11:01:00,93,0.2379,0.7943,53.97,3.77,0.5028,6.92,8,0.5253,0.0099,2023-06-07 01:52:00,7,10,0.8649,97,2,0.9815,8,9,0.1361,0.5483,10,5,0.5689,0.9232,0.0937,0.0775,0.7297,0.0424,8,2
E3713,2023-01-31 10:39:00,2023-01-31 19:10:07.851183,7.94,True,False,34.93,0.4047,Remote,Absent,3.72,53,64,6.58,4.7,0.6958,3.92,0.3179,1.62,78,34.82,76,5.03,0.706,91,73,2023-06-03 19:15:00,21,46.1,71,9,73,3,56.37,3.69,1.47,7,25.52,15,0.927,71,63,0.8878,37,60.39,96.21,73.27,31.69,46.0,99.05,0.8096,93.31,0.7059,55,24,3,7,18,0.1661,7.3,0.95,83,4.57,3.3,7.35,6,92,2,95,90,93,38.83,58.18,0.2831,2,69,95,0.2495,2023-12-14 22:58:00,95,90.26,7,2,0,0.0216,2023-03-16 07:58:00,3,5,0.6343,6,0.0047,71.18,4,2,2,0.2037,2023-07-14 15:47:00,73,0.985,0.7912,10.12,4.64,0.6002,0.83,7,0.1455,0.852,2023-07-24 01:29:00,0,2,0.6255,19,7,0.4606,2,7,0.4766,0.7725,9,7,0.9343,0.1758,0.7622,0.0579,0.8747,0.5337,10,7
E2694,2023-01-03 08:51:00,2023-01-03 18:36:00.547367,9.19,True,True,33.31,0.9136,Remote,Present,6.04,27,51,1.25,5.12,0.7522,4.52,0.0185,2.12,31,51.45,31,5.59,0.5587,77,1,2023-09-29 17:07:00,36,4.69,2,31,22,65,19.51,3.95,1.31,1,41.25,79,0.7816,69,17,0.3376,16,8.28,95.41,53.18,19.45,14.05,68.01,0.336,52.51,0.5431,53,5,3,0,13,0.4894,6.82,5.26,50,4.3,2.04,1.67,66,46,2,34,1,85,73.33,12.87,0.0401,0,0,69,0.6459,2023-09-27 23:19:00,92,47.69,5,3,6,0.946,2023-01-07 16:44:00,10,10,0.7261,0,0.4674,60.12,5,4,2,0.1386,2023-12-14 00:45:00,85,0.2063,0.5417,44.78,4.99,0.7979,5.16,6,0.5532,0.9868,2023-05-30 14:02:00,0,6,0.0892,48,1,0.0765,6,7,0.7979,0.3028,2,0,0.6603,0.2667,0.7356,0.0969,0.2304,0.1742,9,8
E3977,2023-04-11 10:25:00,2023-04-11 19:22:53.608907,8.21,True,False,45.41,0.3516,Client-Site,Present,6.08,17,76,4.97,7.81,0.1357,5.18,0.6503,6.54,73,19.86,64,6.08,0.5408,14,48,2023-10-27 07:53:00,30,85.34,91,98,53,18,74.5,2.54,1.8,2,36.15,32,0.5142,94,19,0.768,88,83.6,57.29,40.78,16.15,51.44,92.13,0.224,33.16,0.9518,11,81,6,4,55,0.0552,2.31,6.32,15,3.74,1.3,7.97,65,20,3,79,72,4,26.78,78.01,0.6888,10,11,43,0.1661,2023-03-29 09:00:00,78,56.87,42,5,8,0.1151,2023-12-06 22:20:00,8,6,0.4075,9,0.2219,6.03,6,9,0,0.1637,2023-08-30 03:21:00,11,0.9835,0.8756,44.32,4.46,0.8519,6.26,9,0.1075,0.535,2023-03-06 06:00:00,3,3,0.4178,8,2,0.0203,3,6,0.7176,0.501,2,2,0.5093,0.128,0.3646,0.1145,0.4823,0.5162,4,9
E4892,2023-10-06 08:07:00,2023-10-06 17:32:47.941741,9.04,True,False,23.57,0.2671,Client-Site,On-Leave,6.78,81,58,2.73,7.73,0.3321,6.29,0.8628,2.18,23,76.6,68,6.7,0.478,15,12,2023-12-22 09:04:00,23,84.32,61,69,92,97,51.57,3.23,1.97,8,37.93,89,0.4188,3,14,0.6002,36,33.0,6.77,98.21,54.78,13.18,49.7,0.9454,55.66,0.795,64,70,5,7,93,0.4297,2.94,0.69,0,4.44,2.58,5.28,14,10,6,93,43,28,79.15,57.62,0.2895,7,93,87,0.7604,2023-05-20 16:25:00,14,2.34,82,2,9,0.8223,2023-03-26 20:51:00,1,10,0.9202,9,0.7298,58.35,5,6,1,0.9449,2023-12-22 15:53:00,17,0.0663,0.6713,5.25,3.74,0.6212,5.57,5,0.0962,0.8063,2023-09-06 19:52:00,5,10,0.8663,14,2,0.3444,1,4,0.47,0.5605,7,0,0.4804,0.1711,0.757,0.7141,0.9663,0.8145,6,6
E2874,2023-02-17 10:45:00,2023-02-17 19:21:29.197473,7.8,True,True,48.55,0.7906,Client-Site,Present,7.95,66,77,3.35,0.87,0.3238,3.44,0.1608,1.02,30,73.44,77,5.99,0.8909,27,30,2023-11-17 19:48:00,9,5.42,0,52,39,81,103.88,1.17,1.88,8,50.54,84,0.5121,85,80,0.9459,19,90.85,55.01,95.71,63.94,7.9,20.66,0.1937,47.19,0.0705,54,98,3,4,56,0.6947,4.88,2.97,28,6.57,2.04,4.89,31,44,5,67,18,30,94.31,0.43,0.0414,1,29,50,0.8743,2023-07-02 15:39:00,1,51.45,8,1,2,0.4873,2023-05-28 11:27:00,1,5,0.5329,9,0.6111,82.35,10,7,9,0.7109,2023-05-31 23:17:00,28,0.4908,0.2292,25.88,0.58,0.8849,4.5,2,0.2024,0.327,2023-04-22 18:10:00,9,4,0.833,70,0,0.7815,10,5,0.1047,0.3732,9,10,0.8428,0.4649,0.374,0.9692,0.1663,0.064,10,10
E1109,2023-03-10 10:05:00,2023-03-10 18:01:01.995782,7.3,True,False,37.89,0.8455,Client-Site,Absent,2.25,31,84,2.3,2.84,0.8352,2.79,0.6149,1.35,71,32.48,36,2.29,0.6591,11,77,2023-02-16 19:37:00,43,91.84,59,2,48,5,117.96,2.5,4.89,2,38.26,35,0.6674,83,27,0.5841,76,92.19,56.43,27.08,65.93,66.41,92.18,0.5902,71.51,0.2872,77,36,7,7,12,0.458,5.65,2.5,77,6.87,2.47,3.14,85,47,7,14,88,78,60.85,62.13,0.3382,5,3,25,0.4292,2023-11-01 21:32:00,16,16.29,79,9,5,0.7432,2023-09-20 08:32:00,9,9,0.571,0,0.455,58.32,4,2,7,0.6259,2023-11-04 14:46:00,1,0.2435,0.6314,0.46,6.52,0.2042,3.5,5,0.0983,0.3733,2023-03-15 10:18:00,2,0,0.2363,82,3,0.8944,2,6,0.3929,0.1918,9,6,0.0505,0.9992,0.1427,0.9212,0.1775,0.1771,10,9
E2159,2023-03-25 08:03:00,2023-03-25 17:00:25.562140,8.51,False,False,26.8,0.0424,Client-Site,On-Leave,1.68,49,91,5.49,4.97,0.7839,0.8,0.4484,1.27,8,35.63,53,6.2,0.3245,10,3,2023-08-09 20:42:00,36,43.04,10,76,48,29,78.54,2.28,1.78,1,17.51,66,0.0137,74,99,0.2484,64,95.46,99.64,88.74,27.96,88.56,73.19,0.8506,80.57,0.1945,72,68,4,4,35,0.3555,1.47,7.5,68,3.79,3.52,5.63,26,48,8,44,96,15,77.05,38.65,0.1058,4,24,0,0.6908,2023-02-02 07:30:00,25,92.13,42,3,9,0.9713,2023-07-21 05:48:00,7,8,0.592,6,0.2381,65.44,0,9,7,0.205,2023-06-30 12:59:00,12,0.2631,0.4282,88.26,1.79,0.3619,2.06,3,0.5455,0.3426,2023-12-31 14:06:00,9,9,0.028,96,8,0.3878,1,3,0.862,0.8901,0,1,0.508,0.0234,0.0485,0.7781,0.3609,0.4871,6,6
E3734,2023-02-22 10:07:00,2023-02-22 20:16:16.457636,9.67,True,True,29.31,0.0461,Remote,On-Leave,1.78,87,55,2.91,0.8,0.421,5.19,0.3309,4.8,91,71.33,1,0.7,0.1183,36,82,2023-11-15 08:01:00,43,25.83,44,56,70,87,38.5,1.08,6.83,1,63.38,41,0.7779,91,100,0.2124,23,11.21,64.81,34.19,73.56,21.11,92.47,0.2606,51.71,0.7929,75,81,7,2,41,0.4739,5.01,5.14,39,7.96,-1.28,3.31,7,65,3,40,28,24,43.48,83.6,0.6356,4,99,26,0.435,2023-03-06 06:26:00,22,54.22,72,3,9,0.3511,2023-01-21 00:35:00,4,8,0.2469,4,0.8076,19.02,2,7,7,0.0237,2023-10-12 02:25:00,78,0.7533,0.4499,55.99,5.2,0.9061,6.7,2,0.186,0.5349,2023-08-15 18:43:00,5,8,0.5797,82,7,0.4607,1,0,0.9995,0.1396,8,6,0.9771,0.1689,0.2377,0.6431,0.5236,0.2461,4,0
E4063,2023-11-26 08:52:00,2023-11-26 17:03:20.540907,7.32,False,True,52.31,0.7406,Client-Site,Present,2.75,42,79,0.85,7.91,0.5431,5.98,0.9661,5.51,56,49.77,50,5.45,0.7171,22,8,2023-03-21 04:52:00,18,67.2,29,7,58,69,93.13,0.85,6.89,4,37.51,43,0.3434,39,92,0.6679,29,92.69,96.84,80.06,2.48,21.71,96.41,0.6752,12.75,0.6982,48,37,10,6,50,0.3597,3.02,1.73,72,2.89,-1.67,3.82,40,0,8,44,14,65,4.07,57.86,0.1359,1,36,39,0.3679,2023-04-27 19:13:00,38,83.38,80,3,10,0.63,2023-12-08 17:39:00,10,9,0.2657,5,0.5504,43.35,2,3,7,0.6154,2023-04-21 01:12:00,14,0.491,0.0854,86.33,4.29,0.2902,5.3,1,0.4496,0.9177,2023-06-20 09:23:00,5,9,0.3364,99,3,0.438,2,8,0.1624,0.6347,0,10,0.3489,0.7992,0.7757,0.6783,0.9454,0.0072,2,4
E5305,2023-08-08 10:40:00,2023-08-08 20:40:46.861086,9.43,False,True,35.22,0.5135,Office-B,Absent,3.5,59,85,1.8,3.09,0.5425,2.8,0.9565,4.72,98,29.47,65,7.88,0.354,94,74,2023-06-16 13:33:00,21,67.37,88,11,47,85,54.59,0.04,0.79,8,54.04,76,0.7137,4,82,0.2158,67,72.34,83.19,83.95,55.21,89.36,25.23,0.983,85.12,0.7633,91,100,4,4,16,0.3203,2.14,2.75,15,4.3,-4.67,2.23,46,6,3,72,73,11,30.51,84.24,0.247,3,28,80,0.4619,2023-09-19 09:48:00,85,64.76,96,9,3,0.5409,2023-04-20 20:30:00,0,6,0.344,2,0.1433,18.73,6,4,3,0.9662,2023-03-03 16:19:00,60,0.5635,0.8629,15.36,3.22,0.3375,6.51,0,0.8658,0.6669,2023-09-19 11:25:00,9,6,0.6323,78,1,0.8996,5,6,0.7994,0.4844,7,2,0.7547,0.7602,0.0881,0.4074,0.748,0.1955,9,1
E3394,2023-11-10 08:10:00,2023-11-10 17:55:08.924713,9.36,False,False,23.49,0.8039,Client-Site,Absent,3.03,65,100,6.8,5.98,0.7031,7.83,0.0584,7.99,60,53.83,2,7.98,0.5284,86,53,2023-01-24 15:08:00,10,70.6,24,11,50,15,27.37,1.37,4.32,2,99.87,50,0.8329,86,45,0.6227,31,42.68,24.97,43.65,44.2,42.02,82.7,0.6374,18.57,0.2299,59,18,10,4,16,0.0848,2.1,6.21,72,5.44,-2.43,2.61,30,76,0,10,16,56,9.12,96.01,0.0843,9,38,31,0.4553,2023-05-21 13:15:00,89,2.63,83,2,5,0.7887,2023-12-25 03:10:00,2,1,0.7314,6,0.1623,36.45,8,0,8,0.7014,2023-06-26 09:51:00,79,0.8251,0.9424,28.16,5.89,0.1377,5.18,3,0.4115,0.4097,2023-11-14 10:59:00,10,3,0.6088,71,7,0.5097,8,7,0.3321,0.2797,7,10,0.8639,0.0807,0.1184,0.0822,0.5974,0.2818,0,2
E1222,2023-06-24 10:15:00,2023-06-24 20:32:51.703648,9.66,True,False,38.29,0.4685,Remote,Present,4.48,11,90,1.66,4.43,0.2425,4.61,0.2288,4.22,60,33.3,97,7.74,0.1513,44,26,2023-05-11 12:56:00,47,72.23,75,52,70,67,50.64,4.71,0.92,7,86.91,27,0.8535,100,40,0.8714,81,13.99,37.41,9.07,35.63,80.63,76.08,0.6328,37.18,0.6867,23,27,1,3,31,0.273,1.83,4.62,24,7.73,-4.63,7.21,3,14,5,98,1,15,87.53,81.12,0.7889,6,93,70,0.6249,2023-01-14 04:54:00,29,49.2,95,4,4,0.0488,2023-03-13 23:40:00,1,8,0.9479,9,0.079,2.07,8,8,9,0.5958,2023-09-12 03:53:00,58,0.3114,0.0686,82.85,7.6,0.907,4.77,9,0.7019,0.8653,2023-01-13 01:01:00,6,4,0.3869,16,0,0.3148,1,4,0.6073,0.4818,5,5,0.9533,0.8031,0.4456,0.6318,0.3096,0.2658,1,0
E4979,2023-09-29 10:19:00,2023-09-29 18:46:42.683299,7.63,False,False,50.04,0.8885,Client-Site,Present,7.53,89,66,5.07,3.25,0.7143,6.18,0.0787,6.03,99,33.87,45,7.76,0.0445,29,3,2023-08-17 03:32:00,48,63.43,94,17,47,42,40.45,3.65,2.13,5,42.3,49,0.8707,70,4,0.6217,97,71.97,26.15,98.19,28.12,88.95,9.44,0.8448,28.48,0.4767,53,5,6,8,51,0.3018,4.22,6.56,94,4.69,-0.95,3.39,98,69,8,71,22,38,65.34,29.27,0.3886,6,43,62,0.148,2023-09-15 17:24:00,49,5.31,71,5,8,0.3146,2023-06-10 03:07:00,6,7,0.6123,9,0.0426,85.39,8,6,4,0.642,2023-03-25 21:11:00,42,0.6175,0.491,96.44,2.38,0.8249,6.42,1,0.7586,0.3166,2023-11-14 07:55:00,1,1,0.4515,97,9,0.9523,3,5,0.9267,0.3941,2,0,0.2419,0.025,0.9622,0.7158,0.2169,0.3014,4,1
E2146,2023-11-26 10:07:00,2023-11-26 19:12:30.829780,8.36,True,True,44.09,0.8732,Office-B,On-Leave,4.53,100,50,6.0,7.67,0.5608,6.54,0.9438,2.15,0,39.84,63,4.02,0.8546,48,28,2023-05-06 14:02:00,12,8.68,60,70,61,58,84.53,1.33,2.44,0,75.37,100,0.3031,28,76,0.7144,99,86.93,27.87,24.36,31.23,76.19,3.06,0.713,65.45,0.9059,26,62,2,2,53,0.2002,5.5,3.6,8,7.41,-3.85,5.97,4,15,4,85,67,19,26.51,82.48,0.8,9,38,79,0.1484,2023-03-08 19:56:00,80,83.42,59,8,7,0.6256,2023-12-05 18:24:00,7,9,0.7072,10,0.332,98.72,3,5,3,0.2086,2023-12-13 01:18:00,8,0.5592,0.8697,79.27,7.12,0.8592,3.72,1,0.6804,0.433,2023-09-07 07:18:00,1,0,0.0724,29,4,0.2716,2,4,0.0214,0.8376,5,9,0.3543,0.719,0.3795,0.0104,0.8865,0.5283,7,1
E3366,2023-06-17 09:25:00,2023-06-17 18:54:12.559737,8.71,False,False,46.41,0.7758,Remote,Absent,1.22,61,58,7.0,1.95,0.6911,7.74,0.0146,4.29,18,39.6,13,7.93,0.8015,77,65,2023-04-04 20:26:00,48,48.56,3,69,80,78,66.63,0.17,2.43,6,69.37,72,0.0542,41,24,0.2113,70,5.38,75.92,11.38,31.34,37.5,19.42,0.7528,12.07,0.1615,54,77,10,4,100,0.7437,6.17,5.97,48,5.29,2.44,2.17,38,1,8,80,33,70,50.89,39.85,0.7617,1,76,13,0.3967,2023-07-11 07:40:00,41,11.16,53,5,1,0.6462,2023-01-14 18:33:00,1,1,0.7317,1,0.7264,61.44,9,7,2,0.7883,2023-10-21 14:31:00,83,0.4624,0.1906,47.23,0.7,0.4554,3.82,9,0.7602,0.8445,2023-07-11 18:54:00,5,6,0.763,100,9,0.8936,3,3,0.1661,0.7347,1,6,0.5459,0.1407,0.9517,0.1992,0.3348,0.9743,3,8
E5849,2023-01-07 08:00:00,2023-01-07 17:11:06.170722,8.89,True,False,18.0,0.9085,Office-A,Present,4.93,25,56,6.79,2.57,0.074,5.57,0.584,1.11,55,87.34,48,6.71,0.4676,33,28,2023-04-20 16:40:00,30,78.38,83,57,78,22,111.12,4.44,0.77,1,46.12,13,0.8056,17,55,0.8552,42,85.61,28.08,62.93,95.64,5.9,62.04,0.1409,74.98,0.9214,74,37,5,10,6,0.0781,7.93,5.78,56,1.5,-4.29,0.62,29,97,6,58,7,14,34.68,67.41,0.3611,2,68,38,0.635,2023-04-07 13:52:00,40,3.3,58,1,1,0.3003,2023-07-20 00:59:00,4,2,0.902,7,0.2666,23.42,2,2,7,0.9705,2023-12-01 17:23:00,72,0.2129,0.2541,41.61,3.61,0.1148,1.12,3,0.934,0.7951,2023-02-07 05:05:00,7,0,0.3146,78,3,0.919,2,10,0.8649,0.1944,0,1,0.9443,0.0968,0.5305,0.5085,0.7851,0.4608,7,0
E1597,2023-03-25 08:00:00,2023-03-25 16:27:04.936328,7.75,True,False,41.89,0.8393,Office-B,On-Leave,1.98,57,32,3.29,2.43,0.0625,0.69,0.667,7.37,23,18.35,9,7.76,0.8193,35,16,2023-04-07 21:13:00,36,9.63,85,5,77,85,49.32,1.04,3.21,9,93.98,84,0.4908,38,43,0.716,2,61.9,31.47,81.15,72.81,36.21,93.01,0.4985,68.52,0.3832,93,76,5,8,13,0.0299,2.84,3.81,32,1.51,3.07,7.86,11,99,3,73,62,83,95.09,39.95,0.2397,1,65,30,0.1672,2023-11-13 03:48:00,23,80.65,64,9,1,0.5302,2023-12-03 18:57:00,2,1,0.524,9,0.4984,70.41,4,3,7,0.8238,2023-10-09 10:23:00,16,0.9937,0.4034,45.03,5.44,0.8054,1.37,9,0.2746,0.44,2023-08-15 15:41:00,9,10,0.5606,54,2,0.6246,8,4,0.7744,0.5935,5,1,0.5376,0.0316,0.2904,0.7377,0.8372,0.3727,4,3
E4220,2023-07-17 10:53:00,2023-07-17 19:15:43.664930,7.58,False,True,47.7,0.1157,Office-A,Absent,1.97,96,1,2.72,6.38,0.5632,6.85,0.5286,1.12,82,18.77,28,4.45,0.0333,82,23,2023-01-09 15:07:00,21,6.19,93,1,79,83,72.09,2.9,4.01,3,24.48,66,0.9494,6,11,0.1408,28,54.21,5.25,1.41,18.36,48.02,16.14,0.6018,97.23,0.0465,84,75,10,4,42,0.4814,7.47,5.02,100,7.16,0.32,6.77,54,26,9,40,25,54,6.38,35.78,0.8402,8,19,49,0.5825,2023-05-24 00:14:00,92,15.83,86,6,1,0.2606,2023-06-11 17:58:00,1,2,0.4117,0,0.4301,5.51,2,9,3,0.8355,2023-05-03 18:14:00,71,0.7976,0.6053,37.9,1.56,0.7121,2.62,1,0.536,0.8568,2023-12-17 06:34:00,1,10,0.3876,13,9,0.9106,3,6,0.508,0.9328,0,3,0.1512,0.3282,0.524,0.5087,0.123,0.9032,4,10
E5001,2023-04-24 10:22:00,2023-04-24 18:21:32.586482,7.61,False,True,22.89,0.9119,Office-A,Present,2.32,84,33,2.57,1.28,0.9632,1.2,0.0854,6.23,38,68.87,51,7.38,0.7608,82,13,2023-09-09 11:47:00,47,50.59,33,57,45,72,28.78,2.16,6.03,2,15.16,100,0.4929,37,11,0.4466,38,14.54,26.14,98.38,48.7,86.02,43.83,0.7652,75.85,0.7779,96,97,9,3,71,0.1877,2.9,7.73,52,3.9,2.57,2.31,0,77,1,5,66,91,24.51,10.9,0.4773,1,58,44,0.9534,2023-06-18 01:59:00,27,32.86,23,10,8,0.1639,2023-07-21 01:40:00,5,0,0.6791,1,0.9577,80.8,5,8,3,0.8041,2023-06-21 17:25:00,11,0.7529,0.3085,51.88,7.39,0.1603,0.98,2,0.6793,0.1214,2023-02-13 16:52:00,3,6,0.2464,55,0,0.3854,4,10,0.6808,0.7563,6,7,0.6271,0.1504,0.8616,0.1087,0.1292,0.6006,5,0
E5552,2023-03-23 08:03:00,2023-03-23 18:06:43.467187,9.4,True,True,39.48,0.1327,Office-A,Present,5.88,3,71,6.0,0.86,0.8871,3.81,0.8716,6.2,87,29.63,36,5.54,0.4512,76,57,2023-12-21 11:01:00,25,28.96,56,43,18,53,5.22,2.77,6.42,8,95.88,83,0.0648,75,9,0.3586,85,43.28,66.22,12.19,47.76,50.2,2.62,0.1842,84.97,0.9019,80,67,1,4,73,0.1505,7.7,5.51,24,1.15,-2.61,3.44,28,64,6,96,10,73,29.7,59.07,0.1799,1,14,87,0.744,2023-08-07 07:55:00,81,61.06,65,10,8,0.2548,2023-10-03 14:08:00,2,8,0.3626,5,0.3927,5.33,8,1,3,0.1909,2023-09-18 11:39:00,11,0.7026,0.9746,5.19,6.09,0.1928,5.57,1,0.588,0.9981,2023-11-18 03:36:00,8,7,0.3436,68,6,0.2542,7,10,0.4971,0.8518,0,0,0.301,0.3721,0.8049,0.7542,0.8842,0.5413,5,0
E3213,2023-04-05 08:10:00,2023-04-05 16:52:53.929589,8.4,True,True,18.61,0.1389,Remote,On-Leave,6.28,0,50,3.34,3.86,0.6899,0.57,0.8941,2.59,26,67.51,22,6.16,0.0879,66,45,2023-01-15 01:41:00,23,19.41,3,96,91,61,76.75,0.16,5.19,9,59.46,75,0.6123,91,51,0.3851,26,34.78,63.86,0.09,3.91,32.27,78.5,0.6054,72.02,0.1954,90,14,8,10,96,0.5923,7.76,1.64,22,6.96,1.71,4.61,41,62,9,55,85,23,24.63,39.18,0.9668,10,64,62,0.7304,2023-07-24 14:54:00,41,64.05,2,7,7,0.8284,2023-11-19 11:11:00,10,9,0.2896,5,0.0253,49.24,10,10,0,0.4164,2023-01-18 14:56:00,5,0.3057,0.4084,61.29,6.97,0.5583,1.1,6,0.0759,0.3036,2023-06-05 18:10:00,6,5,0.7585,16,1,0.4114,4,4,0.3281,0.3931,10,4,0.6727,0.5848,0.962,0.1618,0.4057,0.8838,3,8
